"Name"
"Einarsson, Sveinn Ingi"
"Einarsson, Valdimar"
"Einarsson, Viktor Karl"
"Eiriksson, Arni Bjorn"
"Eiriksson, Bjarni Olafur"
"Eiriksson, Eirikur Ari"
"Eiriksson, Ellert Finnbogi"
"Eiriksson, Loftur"
"Eiriksson, Tomas Veigar"
"Eldjarn, Snorri"
"Eliasson, Aron Elis"
"Eliasson, Asgeir"
"Eliasson, Einar ?or"
"Eliasson, Gunnar"
"Eliasson, Ingvar"
"Eliasson, Jon Kristinn"
"Eliasson, Sigurvin Hrafn"
"Elisabetarson, Jokull I."
"Elisson, Alex Freyr"
"Elisson, Sigurbergur"
"Ellertsson, Mikael Egill"
"Ellingsen, Birgir Steinn"
"Elvarsson, Brynjar ?or"
"Elvarsson, Frans"
"Elvarsson, Styrmir"
"Elvarsson, ?ormar"
"Emilsson, Hilmar Rafn"
"Emilsson, Svanlaugur"
"Erlendsson, Styrmir"
"Eydal, Birkir"
"Eyjolfsson, Gisli"
"Eyjolfsson, Holmar Orn"
"Eyjolfsson, Olafur Orn"
"Eyjolfsson, Sigur?ur Skuli"
"Eyjolfsson, Trausti Mar"
"Eyland, Jon Gisli"
"Eysteinsson, Robert Aron"
"Eysteinsson, Stefan ?or"
"Ey?orsson, Asgeir"
"Ey?orsson, Jon Freyr"
"Finnbogason, Alfre?"
"Finnbogason, Kjartan"
"Finnbogason, Kristjan Floki"
"Finnbogason, Petur"
"Finnsson, Ingimar"
"Finnsson, Kolbeinn Birgir"
"Finsen, Olafur Karl"
"Fjeldsted, Styrmir Gauti"
"Fjoluson, Jon Gu?ni"
"Flosason, Hallur"
"Freysson, Andri Fannar"
"Fri?geirsson, Skuli Jon"
"Fri?jonsson, Holmbert"
